BASE_DATE,STOCK_NAME,BOND_CODE,ISSUER_NAME,FACILITY_NAME,OUTSTANDING_AMOUNT,TRADE_RECENCY,TRADE_FREQUENCY,TRADE_TURNOVER,COMPOSITE_LIQUIDITY_SCORE
28/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,2,2.33333
28/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
28/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,1,1,3,1.66667
28/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,1,1.66667
28/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
28/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
28/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
28/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
27/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
27/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
27/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,1,1.66667
27/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
27/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,2,2.33333
27/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,1,1,3,1.66667
27/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
27/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
26/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
26/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
26/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
26/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,1,1,3,1.66667
26/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,1,1.66667
26/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
26/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,2,2.33333
26/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
25/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
25/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
25/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
25/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
25/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
25/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,1,1,3,1.66667
25/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,2,2.33333
25/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,1,1.66667
20/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
20/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
20/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,1,1.66667
20/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
20/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
20/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,2,2.33333
20/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
20/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,1,1,3,1.66667
19/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,1,1,3,1.66667
19/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
19/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
19/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
19/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,2,2.33333
19/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
19/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
19/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,4,2.66667
18/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
18/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
18/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,4,2.66667
18/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
18/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,2,2,2.66667
18/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,2,2.33333
18/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,4,1,1,2
18/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,1,1,3,1.66667
17/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
17/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
17/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,4,2.66667
17/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
17/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
17/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,2,2.66667
17/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
17/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,1,1,3,1.66667
14/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
14/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
14/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,4,2.66667
14/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
14/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
14/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
14/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
14/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,1,1,3,1.66667
13/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,4,2.66667
13/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,1,1,3,1.66667
13/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
13/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
13/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
13/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
13/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
13/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
12/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,4,2.66667
12/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,1,1,3,1.66667
12/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
12/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
12/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
12/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
12/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
12/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
11/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,1,1,3,1.66667
11/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,4,2.66667
11/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
11/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
11/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
11/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
11/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
11/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
10/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,4,2.66667
10/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,1,1,3,1.66667
10/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
10/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
10/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
10/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
10/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
10/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
7/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
7/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,1,1,3,1.66667
7/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,4,2.66667
7/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
7/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
7/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
7/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
7/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
6/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
6/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
6/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
6/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,4,2.66667
6/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
6/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
6/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
6/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,1,1,3,1.66667
5/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
5/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
5/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
5/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,2,2,3
5/4/2023,PKNS IMTN 5.010% 26.10.2023,VI180294,Perbadanan Kemajuan Negeri Selangor,PKNS RM1.7B IMTN PROGRAMME,100000000,2,1,2,1.66667
5/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,4,2.66667
5/4/2023,WCT IMTN 5.700% 03.03.2119 (Series 2),VZ200021,WCT Holdings Berhad,WCT HOLDINGS BERHAD RM1.0 BILLION PERPETUAL SUKUK MUSHARAKAH,204500000,3,1,3,2.33333
5/4/2023,TROPICANA 7.000% PERPETUAL SUKUK MUSHARAKAH - T1,PZ190011,Tropicana Corporation Berhad,TROPICANA RM2.0B PERPETUAL SUKUK PROGRAMME,248000000,5,1,1,2.33333
